iter	Logloss	MCC:use_weights=true	MCC:use_weights=false	F1:use_weights=true	F1:use_weights=false	Accuracy:use_weights=true	Accuracy:use_weights=false	Kappa
485	0.4024789876	0.598984781	0.5734311457	0.7479173365	0.6921944035	0.8126807335	0.8253968254	0.5989096579
486	0.4022166649	0.6017464421	0.5760098507	0.749906627	0.6941176471	0.8138632173	0.8262322473	0.6016932429
487	0.4021424561	0.6008258678	0.5751504799	0.7492442329	0.6934771947	0.813469056	0.8259537733	0.6007657718
488	0.402064796	0.598984781	0.5734311457	0.7479173365	0.6921944035	0.8126807335	0.8253968254	0.5989096579
489	0.4020313148	0.5985240803	0.5727514563	0.7478667249	0.6918177364	0.8123646729	0.8248398775	0.5984698229
490	0.4020011799	0.5994453461	0.5736115026	0.748529567	0.6924583741	0.8127588342	0.8251183514	0.5993976206
491	0.4018390856	0.5985240803	0.5727514563	0.7478667249	0.6918177364	0.8123646729	0.8248398775	0.5984698229
492	0.4016425169	0.5989842137	0.5732640921	0.7481047105	0.6921568627	0.8126014135	0.8251183514	0.5989257367
493	0.4015567632	0.598063205	0.5724040071	0.7474410808	0.6915154487	0.8122072523	0.8248398775	0.5979975271
494	0.4015254703	0.5989842137	0.5732640921	0.7481047105	0.6921568627	0.8126014135	0.8251183514	0.5989257367
495	0.4014105177	0.599444625	0.5737772435	0.7483428476	0.6924963217	0.8128381542	0.8253968254	0.5993817658
496	0.4012258993	0.599444625	0.5737772435	0.7483428476	0.6924963217	0.8128381542	0.8253968254	0.5993817658
497	0.4011835228	0.599444625	0.5737772435	0.7483428476	0.6924963217	0.8128381542	0.8253968254	0.5993817658
498	0.4010647963	0.6003654161	0.5746369714	0.7490058593	0.6931372549	0.8132323154	0.8256752994	0.6003096061
499	0.4008603911	0.6012862285	0.5754965024	0.749668169	0.69377756	0.8136264767	0.8259537733	0.6012370559
500	0.4007353505	0.6012862285	0.5754965024	0.749668169	0.69377756	0.8136264767	0.8259537733	0.6012370559
501	0.4006890477	0.6012862285	0.5754965024	0.749668169	0.69377756	0.8136264767	0.8259537733	0.6012370559
502	0.4005100052	0.602207064	0.5763558376	0.7503297778	0.694417238	0.814020638	0.8262322473	0.6021641155
503	0.4005082889	0.602207064	0.5763558376	0.7503297778	0.694417238	0.814020638	0.8262322473	0.6021641155
504	0.4002117654	0.6040476752	0.5782415485	0.7514680901	0.6957373836	0.8148882805	0.8270676692	0.6040033589
505	0.4000302157	0.6058885208	0.5799586038	0.7527881464	0.6970141948	0.815676603	0.8276246171	0.6058556131
506	0.3999354482	0.6045083091	0.578586791	0.7518896063	0.6960352423	0.8150457012	0.8270676692	0.6044733152
507	0.3998864394	0.6045083091	0.578586791	0.7518896063	0.6960352423	0.8150457012	0.8270676692	0.6044733152
508	0.3998538028	0.6045083091	0.578586791	0.7518896063	0.6960352423	0.8150457012	0.8270676692	0.6044733152
509	0.3997444478	0.6049697256	0.5789326794	0.7523104096	0.6963325183	0.8152031218	0.8270676692	0.6049429552
510	0.3995828748	0.6035895892	0.5775615736	0.7514123391	0.6953545232	0.8145722199	0.8265107212	0.6035609299
511	0.3995813174	0.6035895892	0.5775615736	0.7514123391	0.6953545232	0.8145722199	0.8265107212	0.6035609299
512	0.3995412637	0.6035895892	0.5775615736	0.7514123391	0.6953545232	0.8145722199	0.8265107212	0.6035609299
513	0.3994826888	0.6035895892	0.5775615736	0.7514123391	0.6953545232	0.8145722199	0.8265107212	0.6035609299
514	0.3992629008	0.6026684642	0.5767024662	0.7507522124	0.6947162427	0.8141780587	0.8262322473	0.6026346711
515	0.3990301958	0.6045107423	0.5784204889	0.7520717685	0.6959921799	0.8149663812	0.8267891952	0.6044867992
516	0.3988292376	0.6058906701	0.5797912422	0.7529692258	0.696969697	0.8155972831	0.8273461431	0.6058684563
517	0.3986089368	0.6086536988	0.5823657923	0.7549415064	0.6988775012	0.8167797669	0.828181565	0.6086426264
518	0.3984454565	0.606811646	0.5806496146	0.7536273466	0.6976062531	0.8159914444	0.8276246171	0.6067935684
519	0.3983790675	0.606811646	0.5806496146	0.7536273466	0.6976062531	0.8159914444	0.8276246171	0.6067935684
520	0.3983070082	0.606811646	0.5806496146	0.7536273466	0.6976062531	0.8159914444	0.8276246171	0.6067935684
521	0.3981866797	0.607732655	0.5815077976	0.7542847731	0.6982421875	0.8163856057	0.8279030911	0.6077182916
522	0.3980495052	0.607732655	0.5815077976	0.7542847731	0.6982421875	0.8163856057	0.8279030911	0.6077182916
523	0.398036933	0.607732655	0.5815077976	0.7542847731	0.6982421875	0.8163856057	0.8279030911	0.6077182916
524	0.3979698698	0.607732655	0.5815077976	0.7542847731	0.6982421875	0.8163856057	0.8279030911	0.6077182916
525	0.3978138487	0.607732655	0.5815077976	0.7542847731	0.6982421875	0.8163856057	0.8279030911	0.6077182916
526	0.3977534529	0.607732655	0.5815077976	0.7542847731	0.6982421875	0.8163856057	0.8279030911	0.6077182916
527	0.3975903401	0.607732655	0.5815077976	0.7542847731	0.6982421875	0.8163856057	0.8279030911	0.6077182916
528	0.397446625	0.607732655	0.5815077976	0.7542847731	0.6982421875	0.8163856057	0.8279030911	0.6077182916
529	0.3971973626	0.6081911967	0.5820200163	0.7545238133	0.6985832926	0.8166223463	0.828181565	0.6081746256
530	0.3971208254	0.6081911967	0.5820200163	0.7545238133	0.6985832926	0.8166223463	0.828181565	0.6081746256
531	0.3969972392	0.6086536988	0.5823657923	0.7549415064	0.6988775012	0.8167797669	0.828181565	0.6086426264
532	0.3968761887	0.6086536988	0.5823657923	0.7549415064	0.6988775012	0.8167797669	0.828181565	0.6086426264
533	0.3966294981	0.6100328413	0.5837354931	0.7558367515	0.6998535871	0.8174106688	0.8287385129	0.6100229483
534	0.3964017495	0.6127955965	0.5863073125	0.7578009768	0.701754386	0.8185931527	0.8295739348	0.6127925223
535	0.3961138935	0.6109537196	0.5845929513	0.7564921831	0.7004878049	0.8178048301	0.8290169869	0.6109465274
536	0.3960715435	0.6109537196	0.5845929513	0.7564921831	0.7004878049	0.8178048301	0.8290169869	0.6109465274
537	0.3960297225	0.6109537196	0.5845929513	0.7564921831	0.7004878049	0.8178048301	0.8290169869	0.6109465274
538	0.3959456257	0.6104958972	0.5840812212	0.7562528979	0.7001462701	0.8175680895	0.8287385129	0.6104901313
539	0.3958838144	0.6109597463	0.5844276014	0.7566683433	0.7004383829	0.8177255102	0.8287385129	0.6109570004
540	0.3958738852	0.6109597463	0.5844276014	0.7566683433	0.7004383829	0.8177255102	0.8287385129	0.6109570004
541	0.3958669289	0.6109597463	0.5844276014	0.7566683433	0.7004383829	0.8177255102	0.8287385129	0.6109570004
542	0.3957948314	0.6109597463	0.5844276014	0.7566683433	0.7004383829	0.8177255102	0.8287385129	0.6109570004
543	0.3957890417	0.6109597463	0.5844276014	0.7566683433	0.7004383829	0.8177255102	0.8287385129	0.6109570004
544	0.3956589393	0.6109597463	0.5844276014	0.7566683433	0.7004383829	0.8177255102	0.8287385129	0.6109570004
545	0.3955221011	0.6118811856	0.5852850167	0.7573222341	0.7010710808	0.8181196714	0.8290169869	0.611879763
546	0.3952184496	0.6128026681	0.5861422494	0.7579754374	0.701703163	0.8185138327	0.8292954609	0.6128021383
547	0.3952172256	0.6128026681	0.5861422494	0.7579754374	0.701703163	0.8185138327	0.8292954609	0.6128021383
548	0.3950386805	0.6128026681	0.5861422494	0.7579754374	0.701703163	0.8185138327	0.8292954609	0.6128021383
549	0.3949266701	0.6128026681	0.5861422494	0.7579754374	0.701703163	0.8185138327	0.8292954609	0.6128021383
550	0.3947943905	0.6128026681	0.5861422494	0.7579754374	0.701703163	0.8185138327	0.8292954609	0.6128021383
551	0.3945608062	0.6109597463	0.5844276014	0.7566683433	0.7004383829	0.8177255102	0.8287385129	0.6109570004
552	0.3944121366	0.6118811856	0.5852850167	0.7573222341	0.7010710808	0.8181196714	0.8290169869	0.611879763
553	0.3942745192	0.6118811856	0.5852850167	0.7573222341	0.7010710808	0.8181196714	0.8290169869	0.611879763
554	0.3942689137	0.6118811856	0.5852850167	0.7573222341	0.7010710808	0.8181196714	0.8290169869	0.611879763
555	0.3941852517	0.6123382545	0.5857959095	0.7575615298	0.701412567	0.818356412	0.8292954609	0.6123360851
556	0.3940611305	0.6118746374	0.5854502241	0.7571469245	0.7011214042	0.8181989914	0.8292954609	0.6118697187
557	0.3940118496	0.6118746374	0.5854502241	0.7571469245	0.7011214042	0.8181989914	0.8292954609	0.6118697187
558	0.3937929517	0.6118746374	0.5854502241	0.7571469245	0.7011214042	0.8181989914	0.8292954609	0.6118697187
559	0.3936408228	0.6114170551	0.5849386573	0.7569075583	0.7007797271	0.8179622508	0.8290169869	0.611413302
560	0.3935541488	0.6127955965	0.5863073125	0.7578009768	0.701754386	0.8185931527	0.8295739348	0.6127925223
561	0.3932869321	0.614173973	0.5876759676	0.7586940198	0.7027290448	0.8192240545	0.8301308828	0.6141715114
562	0.3928694861	0.6137165984	0.5871642176	0.758454341	0.7023867511	0.8189873139	0.8298524088	0.6137149386
563	0.392734193	0.6146376448	0.5880209404	0.7591070183	0.7030185005	0.8193814752	0.8301308828	0.6146369678
564	0.3926169994	0.6150947784	0.5885325257	0.7593467773	0.7033609352	0.8196182158	0.8304093567	0.615093561
565	0.3925579941	0.6137165984	0.5871642176	0.758454341	0.7023867511	0.8189873139	0.8298524088	0.6137149386
566	0.392433829	0.6137165984	0.5871642176	0.758454341	0.7023867511	0.8189873139	0.8298524088	0.6137149386
567	0.3921577472	0.6137165984	0.5871642176	0.758454341	0.7023867511	0.8189873139	0.8298524088	0.6137149386
568	0.3920083415	0.6160156298	0.5893889023	0.7599988485	0.7039922103	0.8200123771	0.8306878307	0.6160152236
569	0.392002351	0.616472795	0.5899008338	0.7602388387	0.7043351193	0.8202491177	0.8309663047	0.6164719522
570	0.3919407202	0.616472795	0.5899008338	0.7602388387	0.7043351193	0.8202491177	0.8309663047	0.6164719522
571	0.3917216485	0.6169302338	0.5904132779	0.7604789805	0.7046783626	0.8204858583	0.8312447786	0.616928796
572	0.39165056	0.6173934522	0.5907568642	0.7608903043	0.7049659202	0.820643279	0.8312447786	0.6173932485
573	0.3914841506	0.6173879465	0.5909262357	0.7607192741	0.7050219405	0.8207225989	0.8315232526	0.6173857549
574	0.3911553449	0.6164678211	0.5900703571	0.7600669636	0.7043902439	0.8203284376	0.8312447786	0.6164640314
575	0.3910980242	0.616009866	0.5895572328	0.7598267497	0.7040468064	0.820091697	0.8309663047	0.6160070927
576	0.3909387024	0.6173879465	0.5909262357	0.7607192741	0.7050219405	0.8207225989	0.8315232526	0.6173857549
577	0.3907367884	0.6187711127	0.592124826	0.7617813861	0.70593963	0.8212741809	0.8318017265	0.6187710424
578	0.3907318296	0.6187711127	0.592124826	0.7617813861	0.70593963	0.8212741809	0.8318017265	0.6187710424
579	0.3905778181	0.6173934522	0.5907568642	0.7608903043	0.7049659202	0.820643279	0.8312447786	0.6173932485
580	0.3903975967	0.6187711127	0.592124826	0.7617813861	0.70593963	0.8212741809	0.8318017265	0.6187710424
581	0.3902207698	0.6187711127	0.592124826	0.7617813861	0.70593963	0.8212741809	0.8318017265	0.6187710424
582	0.3900975642	0.6196916271	0.5929803312	0.762431563	0.7065693431	0.8216683421	0.8320802005	0.6196915861
583	0.3899526103	0.6178506488	0.5912691419	0.7611305256	0.7053093035	0.8208800196	0.8315232526	0.6178501125
584	0.3898063954	0.6178506488	0.5912691419	0.7611305256	0.7053093035	0.8208800196	0.8315232526	0.6178501125
585	0.389800235	0.6187711127	0.592124826	0.7617813861	0.70593963	0.8212741809	0.8318017265	0.6187710424
586	0.3896777628	0.6178506488	0.5912691419	0.7611305256	0.7053093035	0.8208800196	0.8315232526	0.6178501125
587	0.3895675891	0.6215328143	0.594690809	0.7637298707	0.7078269324	0.8224566647	0.8326371484	0.6215315153
588	0.3894356315	0.6215328143	0.594690809	0.7637298707	0.7078269324	0.8224566647	0.8326371484	0.6215315153
589	0.389287472	0.6224534903	0.5955457836	0.7643780036	0.7084548105	0.822850826	0.8329156224	0.6224509015
590	0.389177259	0.6229097449	0.5960577367	0.7646187691	0.7087992222	0.8230875666	0.8331940964	0.622907981
591	0.3889141273	0.6219893124	0.5952029302	0.7639705584	0.7081712062	0.8226934053	0.8329156224	0.6219885749
592	0.3888648532	0.6219893124	0.5952029302	0.7639705584	0.7081712062	0.8226934053	0.8329156224	0.6219885749
593	0.388704663	0.6219893124	0.5952029302	0.7639705584	0.7081712062	0.8226934053	0.8329156224	0.6219885749
594	0.3885911754	0.6224460832	0.595715564	0.7642113978	0.7085158151	0.8229301459	0.8331940964	0.6224457495
595	0.3884387721	0.6224460832	0.595715564	0.7642113978	0.7085158151	0.8229301459	0.8331940964	0.6224457495
596	0.3883451063	0.6219893124	0.5952029302	0.7639705584	0.7081712062	0.8226934053	0.8329156224	0.6219885749
597	0.3880888303	0.6224460832	0.595715564	0.7642113978	0.7085158151	0.8229301459	0.8331940964	0.6224457495
598	0.3880355193	0.6219893124	0.5952029302	0.7639705584	0.7081712062	0.8226934053	0.8329156224	0.6219885749
599	0.3877525436	0.6224460832	0.595715564	0.7642113978	0.7085158151	0.8229301459	0.8331940964	0.6224457495
600	0.3876137691	0.6229031271	0.5962287116	0.7644523891	0.7088607595	0.8231668865	0.8334725703	0.6229030394
601	0.3874861513	0.6229031271	0.5962287116	0.7644523891	0.7088607595	0.8231668865	0.8334725703	0.6229030394
602	0.3872214836	0.6233604446	0.5967423744	0.7646935324	0.7092060399	0.8234036271	0.8337510443	0.6233604444
603	0.3871570786	0.6233604446	0.5967423744	0.7646935324	0.7092060399	0.8234036271	0.8337510443	0.6233604444
604	0.387050829	0.6233604446	0.5967423744	0.7646935324	0.7092060399	0.8234036271	0.8337510443	0.6233604444
605	0.3867994805	0.6247374913	0.5981106825	0.7655833501	0.7101802241	0.824034529	0.8343079922	0.6247374504
606	0.3867017188	0.6251999008	0.5984507967	0.7659897408	0.7104622871	0.8241919497	0.8343079922	0.6251989905
607	0.3865983462	0.6247374913	0.5981106825	0.7655833501	0.7101802241	0.824034529	0.8343079922	0.6247374504
608	0.3864094021	0.6247374913	0.5981106825	0.7655833501	0.7101802241	0.824034529	0.8343079922	0.6247374504
609	0.386346617	0.6242801445	0.5975966735	0.7653419768	0.7098344693	0.8237977884	0.8340295182	0.6242799102
610	0.3861920444	0.6251951123	0.5986252086	0.7658248758	0.7105263158	0.8242712696	0.8345864662	0.6251951059
611	0.3859989512	0.6251951123	0.5986252086	0.7658248758	0.7105263158	0.8242712696	0.8345864662	0.6251951059
612	0.3858391021	0.6256530082	0.5991402531	0.7660665538	0.710872745	0.8245080102	0.8348649401	0.6256528767
613	0.3857528508	0.6256530082	0.5991402531	0.7660665538	0.710872745	0.8245080102	0.8348649401	0.6256528767
614	0.3856214614	0.6256530082	0.5991402531	0.7660665538	0.710872745	0.8245080102	0.8348649401	0.6256528767
615	0.3854780074	0.6251951123	0.5986252086	0.7658248758	0.7105263158	0.8242712696	0.8345864662	0.6251951059
616	0.385335834	0.626114378	0.5994789906	0.7664727947	0.7111544082	0.8246654309	0.8348649401	0.6261142258
617	0.3850589228	0.6270337012	0.6003325972	0.7671200337	0.711781889	0.8250595922	0.8351434141	0.6270329602
618	0.3850158672	0.6274911052	0.6008472987	0.7673618664	0.7121285923	0.8252963328	0.8354218881	0.6274907705
619	0.3849591679	0.6279487837	0.6013625189	0.7676038516	0.7124756335	0.8255330734	0.835700362	0.6279486961
620	0.384933928	0.6279487837	0.6013625189	0.7676038516	0.7124756335	0.8255330734	0.835700362	0.6279486961
621	0.3847479093	0.6274911052	0.6008472987	0.7673618664	0.7121285923	0.8252963328	0.8354218881	0.6274907705
622	0.3846537453	0.6274911052	0.6008472987	0.7673618664	0.7121285923	0.8252963328	0.8354218881	0.6274907705
623	0.384474956	0.6288676734	0.6022156069	0.7682505654	0.7131027764	0.8259272347	0.835978836	0.6288670846
624	0.3842823458	0.6297833619	0.6032472619	0.7687351475	0.7137981472	0.8264007159	0.8365357839	0.6297833214
625	0.384128019	0.6297833619	0.6032472619	0.7687351475	0.7137981472	0.8264007159	0.8365357839	0.6297833214
626	0.384004439	0.6302416196	0.6037638716	0.7689776678	0.7141463415	0.8266374565	0.8368142579	0.6302416129
627	0.3838649398	0.629782254	0.6034286111	0.7685733204	0.7138671875	0.8264800358	0.8368142579	0.629781553
628	0.3838518285	0.629782254	0.6034286111	0.7685733204	0.7138671875	0.8264800358	0.8368142579	0.629781553
629	0.3838123748	0.629782254	0.6034286111	0.7685733204	0.7138671875	0.8264800358	0.8368142579	0.629781553
630	0.3836066628	0.629782254	0.6034286111	0.7685733204	0.7138671875	0.8264800358	0.8368142579	0.629781553
631	0.3834638637	0.629782254	0.6034286111	0.7685733204	0.7138671875	0.8264800358	0.8368142579	0.629781553
632	0.3834577206	0.629782254	0.6034286111	0.7685733204	0.7138671875	0.8264800358	0.8368142579	0.629781553
633	0.3833785652	0.629782254	0.6034286111	0.7685733204	0.7138671875	0.8264800358	0.8368142579	0.629781553
634	0.3832566912	0.629782254	0.6034286111	0.7685733204	0.7138671875	0.8264800358	0.8368142579	0.629781553
635	0.383251657	0.629782254	0.6034286111	0.7685733204	0.7138671875	0.8264800358	0.8368142579	0.629781553
636	0.383033951	0.629782254	0.6034286111	0.7685733204	0.7138671875	0.8264800358	0.8368142579	0.629781553
637	0.3830065934	0.6307001535	0.6042810045	0.7692203412	0.7144948755	0.8268741971	0.8370927318	0.6307000199
638	0.382886046	0.6311589642	0.6047986619	0.7694631679	0.71484375	0.8271109377	0.8373712058	0.6311585424
639	0.3828262507	0.6320766749	0.6056507053	0.7701095855	0.7154709614	0.827505099	0.8376496798	0.6320766435
640	0.3827299458	0.6320766749	0.6056507053	0.7701095855	0.7154709614	0.827505099	0.8376496798	0.6320766435
641	0.3826385913	0.6320766749	0.6056507053	0.7701095855	0.7154709614	0.827505099	0.8376496798	0.6320766435
642	0.3824210466	0.6307001535	0.6042810045	0.7692203412	0.7144948755	0.8268741971	0.8370927318	0.6307000199
643	0.3823726818	0.6302413132	0.6039464433	0.7688160704	0.7142159257	0.8267167764	0.8370927318	0.630240056
644	0.3823194583	0.6307006501	0.6044648018	0.7690589738	0.7145650049	0.826953517	0.8373712058	0.6306986746
645	0.382148388	0.6316180522	0.605316845	0.7697061479	0.7151929653	0.8273476783	0.8376496798	0.6316171806
646	0.382107003	0.6311589642	0.6047986619	0.7694631679	0.71484375	0.8271109377	0.8373712058	0.6311585424
647	0.3820764243	0.6316180522	0.605316845	0.7697061479	0.7151929653	0.8273476783	0.8376496798	0.6316171806
648	0.3820092493	0.6311589642	0.6047986619	0.7694631679	0.71484375	0.8271109377	0.8373712058	0.6311585424
649	0.3818179438	0.6311589642	0.6047986619	0.7694631679	0.71484375	0.8271109377	0.8373712058	0.6311585424
650	0.3816770917	0.6325370622	0.6063547935	0.7701925685	0.7158924205	0.8278211595	0.8382066277	0.6325348037
651	0.3815425139	0.6325370622	0.6063547935	0.7701925685	0.7158924205	0.8278211595	0.8382066277	0.6325348037
652	0.3811568998	0.6348304703	0.6085770617	0.771728775	0.7174975562	0.8288462227	0.8390420496	0.6348297612
653	0.3810859211	0.6339136975	0.6077258992	0.7710827322	0.7168704156	0.8284520614	0.8387635756	0.6339119677
654	0.3809547438	0.6348304703	0.6085770617	0.771728775	0.7174975562	0.8288462227	0.8390420496	0.6348297612
655	0.3809448343	0.6348304703	0.6085770617	0.771728775	0.7174975562	0.8288462227	0.8390420496	0.6348297612
656	0.3808202991	0.6348304703	0.6085770617	0.771728775	0.7174975562	0.8288462227	0.8390420496	0.6348297612
657	0.3806543728	0.6352901714	0.6090970049	0.771972522	0.7178484108	0.8290829633	0.8393205235	0.6352889008
658	0.3806388819	0.6352901714	0.6090970049	0.771972522	0.7178484108	0.8290829633	0.8393205235	0.6352889008
659	0.3805810327	0.6352901714	0.6090970049	0.771972522	0.7178484108	0.8290829633	0.8393205235	0.6352889008
660	0.3804256901	0.6352901714	0.6090970049	0.771972522	0.7178484108	0.8290829633	0.8393205235	0.6352889008
661	0.3803489497	0.6352901714	0.6090970049	0.771972522	0.7178484108	0.8290829633	0.8393205235	0.6352889008
662	0.3802919432	0.6352901714	0.6090970049	0.771972522	0.7178484108	0.8290829633	0.8393205235	0.6352889008
663	0.380285529	0.6352901714	0.6090970049	0.771972522	0.7178484108	0.8290829633	0.8393205235	0.6352889008
664	0.3800757175	0.6366664845	0.6104681106	0.7728619381	0.7188264059	0.8297138652	0.8398774715	0.6366656031
665	0.3800702834	0.6366664845	0.6104681106	0.7728619381	0.7188264059	0.8297138652	0.8398774715	0.6366656031
666	0.3797707101	0.6384993424	0.6121688535	0.7741509342	0.7200781632	0.8305021877	0.8404344194	0.6384993423
667	0.3795782338	0.6389588468	0.6126893216	0.7743952151	0.7204301075	0.8307389283	0.8407128933	0.638958771
668	0.3794311901	0.6389588468	0.6126893216	0.7743952151	0.7204301075	0.8307389283	0.8407128933	0.638958771
669	0.3793024745	0.6389588468	0.6126893216	0.7743952151	0.7204301075	0.8307389283	0.8407128933	0.638958771
670	0.3791460409	0.6394158707	0.613018967	0.7747944172	0.720703125	0.830896349	0.8407128933	0.6394156351
671	0.3790066322	0.6407914672	0.6143890178	0.7756816551	0.7216796875	0.8315272509	0.8412698413	0.6407910104
672	0.3789076664	0.6412507453	0.6149096568	0.7759262393	0.7220322423	0.8317639915	0.8415483152	0.641250593
673	0.3787155572	0.6403390362	0.6142539242	0.7751289839	0.7214880078	0.8314491502	0.8415483152	0.6403377521
674	0.3786540595	0.6403390362	0.6142539242	0.7751289839	0.7214880078	0.8314491502	0.8415483152	0.6403377521
675	0.3784726716	0.6398786931	0.6137318557	0.7748842398	0.7211350294	0.8312124096	0.8412698413	0.6398779759
676	0.3782613376	0.6412545535	0.6151033146	0.7757727654	0.7221135029	0.8318433115	0.8418267892	0.6412541211
677	0.3781697135	0.6417103022	0.6154308283	0.7761709777	0.7223851417	0.8320007321	0.8418267892	0.6417102913
678	0.3781089917	0.6421701385	0.6159525334	0.7764158706	0.7227383863	0.8322374727	0.8421052632	0.6421701055
679	0.3780950814	0.6421701385	0.6159525334	0.7764158706	0.7227383863	0.8322374727	0.8421052632	0.6421701055
680	0.3780388411	0.6421701385	0.6159525334	0.7764158706	0.7227383863	0.8322374727	0.8421052632	0.6421701055
681	0.3780345871	0.6421701385	0.6159525334	0.7764158706	0.7227383863	0.8322374727	0.8421052632	0.6421701055
682	0.377894501	0.6421701385	0.6159525334	0.7764158706	0.7227383863	0.8322374727	0.8421052632	0.6421701055
683	0.3776704637	0.6412545535	0.6151033146	0.7757727654	0.7221135029	0.8318433115	0.8418267892	0.6412541211
684	0.3776093689	0.6426302545	0.6164747735	0.7766609181	0.7230919765	0.8324742133	0.8423837371	0.6426300356
685	0.3775781498	0.6421701385	0.6159525334	0.7764158706	0.7227383863	0.8322374727	0.8421052632	0.6421701055
686	0.3773976583	0.6421701385	0.6159525334	0.7764158706	0.7227383863	0.8322374727	0.8421052632	0.6421701055
687	0.3771865247	0.6407944638	0.6145814277	0.7755279468	0.7217603912	0.8316065708	0.8415483152	0.6407943258
688	0.3770666785	0.6412545535	0.6151033146	0.7757727654	0.7221135029	0.8318433115	0.8418267892	0.6412541211
689	0.3769972392	0.6412545535	0.6151033146	0.7757727654	0.7221135029	0.8318433115	0.8418267892	0.6412541211
690	0.3769661825	0.6412545535	0.6151033146	0.7757727654	0.7221135029	0.8318433115	0.8418267892	0.6412541211
691	0.3766013825	0.6444611258	0.6181723349	0.7779452512	0.724340176	0.8332625359	0.842940685	0.6444608898
692	0.3764865683	0.6462922867	0.6198692212	0.7792268904	0.7255859375	0.8340508584	0.843497633	0.6462902088
693	0.3762832333	0.6453766693	0.6190208619	0.778586407	0.724963361	0.8336566972	0.843219159	0.645375741
694	0.3762788944	0.6453766693	0.6190208619	0.778586407	0.724963361	0.8336566972	0.843219159	0.645375741
695	0.3761590911	0.6453766693	0.6190208619	0.778586407	0.724963361	0.8336566972	0.843219159	0.645375741
696	0.3761146853	0.6462922867	0.6198692212	0.7792268904	0.7255859375	0.8340508584	0.843497633	0.6462902088
697	0.3760849465	0.6462922867	0.6198692212	0.7792268904	0.7255859375	0.8340508584	0.843497633	0.6462902088
698	0.3758724761	0.6462922867	0.6198692212	0.7792268904	0.7255859375	0.8340508584	0.843497633	0.6462902088
699	0.375692639	0.6472079798	0.6207174137	0.7798667024	0.7262079063	0.8344450197	0.8437761069	0.6472042932
700	0.3756672816	0.6472079798	0.6207174137	0.7798667024	0.7262079063	0.8344450197	0.8437761069	0.6472042932
701	0.3754518017	0.6481265039	0.6217616653	0.7803579949	0.7269174402	0.8349185009	0.8443330549	0.6481246885
702	0.3752478591	0.6481265039	0.6217616653	0.7803579949	0.7269174402	0.8349185009	0.8443330549	0.6481246885
703	0.375040398	0.6504208777	0.6241791676	0.7817355991	0.728606357	0.836022884	0.8454469507	0.650419945
704	0.3748851846	0.6485919737	0.6224848011	0.7804559199	0.727361723	0.8352345615	0.8448900028	0.6485919736
705	0.3747635039	0.6495063875	0.6233320678	0.7810960954	0.7279843444	0.8356287228	0.8451684767	0.649506151
706	0.3745513408	0.6508888003	0.6249073318	0.7818355934	0.7290543851	0.8363389446	0.8460038986	0.6508886579
707	0.3744056341	0.6513416896	0.6252284268	0.7822285868	0.729319628	0.8364963653	0.8460038986	0.6513415371
708	0.3742878247	0.6508888003	0.6249073318	0.7818355934	0.7290543851	0.8363389446	0.8460038986	0.6508886579
709	0.3740137693	0.6518025178	0.625753869	0.7824753139	0.7296767875	0.8367331059	0.8462823726	0.6518025074
710	0.3739005449	0.6518025178	0.625753869	0.7824753139	0.7296767875	0.8367331059	0.8462823726	0.6518025074
711	0.3738242015	0.6518025178	0.625753869	0.7824753139	0.7296767875	0.8367331059	0.8462823726	0.6518025074
712	0.3737353745	0.6527163129	0.6266002396	0.7831143629	0.7302985805	0.8371272671	0.8465608466	0.6527159735
713	0.3735877188	0.6531771649	0.6271260366	0.7833613176	0.7306562194	0.8373640077	0.8468393205	0.6531770782
714	0.3734714046	0.6531771649	0.6271260366	0.7833613176	0.7306562194	0.8373640077	0.8468393205	0.6531770782
715	0.3733827147	0.6536382992	0.6276523779	0.7836084281	0.7310142087	0.8376007484	0.8471177945	0.6536382991
716	0.3730825643	0.6536382992	0.6276523779	0.7836084281	0.7310142087	0.8376007484	0.8471177945	0.6536382991
717	0.3730497893	0.6536382992	0.6276523779	0.7836084281	0.7310142087	0.8376007484	0.8471177945	0.6536382991
718	0.3729335364	0.6554650926	0.6293438652	0.7848848014	0.7322564856	0.8383890709	0.8476747424	0.6554641556
719	0.3728258754	0.6554650926	0.6293438652	0.7848848014	0.7322564856	0.8383890709	0.8476747424	0.6554641556
720	0.3727630074	0.6554650926	0.6293438652	0.7848848014	0.7322564856	0.8383890709	0.8476747424	0.6554641556
721	0.3725667108	0.6554650926	0.6293438652	0.7848848014	0.7322564856	0.8383890709	0.8476747424	0.6554641556
722	0.3724688626	0.6554650926	0.6293438652	0.7848848014	0.7322564856	0.8383890709	0.8476747424	0.6554641556
723	0.3724625446	0.6554650926	0.6293438652	0.7848848014	0.7322564856	0.8383890709	0.8476747424	0.6554641556
724	0.3722746569	0.6554650926	0.6293438652	0.7848848014	0.7322564856	0.8383890709	0.8476747424	0.6554641556
725	0.3720755414	0.6550044765	0.6288179033	0.7846375481	0.7318982387	0.8381523303	0.8473962684	0.6550028981
726	0.3719536553	0.6559182547	0.6296635904	0.7852746598	0.7325183374	0.8385464916	0.8476747424	0.6559152341
727	0.3718081844	0.6563786114	0.6301893622	0.7855219841	0.7328767123	0.8387832322	0.8479532164	0.6563765097
